job_id,title,company,location,description,requirements,industry
EV-011,"Test Validation Engineer","ProveTech Automotive","Ann Arbor, MI","ProveTech Automotive is hiring a Test Validation Engineer to plan and execute mechanical testing for EV components and subsystems. You will own the validation of battery enclosures, powertrain mounts, suspension components, and structural brackets from early development through production sign-off. This means designing test fixtures in SOLIDWORKS, writing test procedures, analyzing results in MATLAB, and presenting findings to program teams. You will work with environmental chambers, servo-hydraulic test frames, vibration shakers, and our in-house crash sled. Experience with fatigue analysis is important because you will design accelerated durability tests that replicate years of customer usage in weeks. You should understand GD&T well enough to define critical measurement points for CMM inspection and gauge R&R studies. Statistical process control (SPC) knowledge is valuable for analyzing production part variability. We are a test-focused organization that prides itself on data-driven engineering decisions. Our Ann Arbor facility is expanding, and this role offers clear growth opportunities into test management.","- BS in Mechanical Engineering\n- 3-5 years of mechanical testing and validation experience\n- Proficiency in SOLIDWORKS for fixture design\n- MATLAB skills for data analysis and reporting\n- Understanding of GD&T and CMM inspection\n- Experience with fatigue analysis and accelerated life testing\n- Knowledge of statistical process control (SPC)\n- Familiarity with FEA for test-analysis correlation\n- Understanding of BMS and high-voltage safety protocols for battery testing\n- Strong technical writing skills for test reports and procedures",EV/Automotive
EV-012,"Quality Engineer - Automotive","Precision EV Components","Louisville, KY","Precision EV Components is a Tier 2 supplier of machined and stamped parts for EV battery and powertrain systems. We need a Quality Engineer at our Louisville plant to maintain and improve our quality management systems. You will lead root cause analysis using 8D methodology for customer complaints, conduct internal audits per IATF 16949, and manage PPAP submissions for new product launches. This role requires strong knowledge of APQP, DFMEA/PFMEA, and control plan development. You will use statistical process control (SPC) to monitor critical-to-quality dimensions and work with manufacturing to implement corrective actions. Experience reading engineering drawings with GD&T callouts is essential since you will be the quality gatekeeper for incoming and outgoing parts. AutoCAD or SOLIDWORKS skills are helpful for reviewing part models. We operate a Lean Six Sigma culture, and Green Belt certification is preferred. Our Louisville facility runs three shifts producing over 2 million parts per month, so this is a high-volume, high-impact role. We offer a competitive salary, annual bonus, and comprehensive benefits.","- BS in Mechanical or Industrial Engineering\n- 4+ years of quality engineering experience in automotive manufacturing\n- Strong knowledge of IATF 16949 and ISO 9001\n- Experience with APQP, PPAP, and DFMEA/PFMEA\n- Proficiency in root cause analysis (8D methodology)\n- Understanding of GD&T per ASME Y14.5\n- Statistical process control (SPC) expertise\n- Lean Six Sigma Green Belt certification preferred\n- Familiarity with SOLIDWORKS or AutoCAD\n- Knowledge of ERP systems (SAP preferred)\n- Experience with lean manufacturing principles (kaizen, 5S)",EV/Automotive
EV-013,"Manufacturing Engineer - EV Assembly","VoltDrive Motors","Chattanooga, TN","VoltDrive Motors is building a brand-new EV assembly plant in Chattanooga and we need Manufacturing Engineers to help bring it to life. You will design assembly processes, specify tooling and fixtures, and develop standard work instructions for our battery pack and final vehicle assembly lines. This is a ground-floor opportunity to influence factory layout, material flow, and automation strategy. SOLIDWORKS and AutoCAD will be your primary tools for workstation design and plant layout. You should have experience with DFM/DFA analysis and be able to partner with product design engineers to improve manufacturability early in the development cycle. Familiarity with lean manufacturing principles including kaizen events, 5S, and value stream mapping is expected. You will also support PFMEA development and work within our IATF 16949 quality framework. Understanding of high-voltage safety for EV assembly operations is important. We are offering relocation packages to Chattanooga, a city with an incredible outdoor lifestyle, low cost of living, and a growing tech scene. Come build something from scratch.","- BS in Mechanical, Industrial, or Manufacturing Engineering\n- 3-7 years of manufacturing engineering experience, preferably in automotive\n- Proficiency in SOLIDWORKS and AutoCAD\n- Experience with DFM/DFA analysis\n- Knowledge of lean manufacturing (kaizen, 5S, value stream mapping)\n- Understanding of PFMEA and process control plans\n- Familiarity with IATF 16949 quality standards\n- Experience with ERP systems (SAP) for BOM and routing management\n- GD&T knowledge for fixture and gauge design\n- Understanding of high-voltage safety requirements for EV assembly",EV/Automotive
EV-014,"Charging Systems Engineer","GridLink EV Solutions","San Jose, CA","GridLink EV Solutions designs and manufactures DC fast-charging equipment for the rapidly expanding EV charging network. We are looking for a Charging Systems Engineer to design mechanical enclosures, thermal management systems, and cable assemblies for our next-generation 350kW charging stations. You will model components in Fusion 360 and SOLIDWORKS, perform thermal analysis to ensure power electronics stay within operating limits, and work with our industrial design team on aesthetics and user interface ergonomics. Your designs must survive outdoor installation environments, so experience with IP67 enclosure design, corrosion protection, and environmental sealing is important. You will apply DFM principles for sheet metal fabrication and injection molding processes. Knowledge of CAN bus or Modbus communication protocols is helpful for coordinating with the controls team. We value engineers who think holistically about the product experience. Our San Jose office is dog-friendly, has an on-site gym, and offers flexible work hours. If you want to help build the infrastructure that makes EVs practical for everyone, GridLink is the place.","- BS in Mechanical Engineering\n- 3-5 years of product design experience\n- Proficiency in SOLIDWORKS and Fusion 360\n- Experience with thermal analysis for power electronics cooling\n- Understanding of GD&T and tolerance analysis\n- Knowledge of DFM for sheet metal and injection molding\n- Familiarity with IP-rated enclosure design\n- AutoCAD skills for installation drawings\n- Understanding of CAN bus or industrial communication protocols\n- Experience with FEA for structural load cases",EV/Automotive
EV-015,"High Voltage Systems Engineer","AmpereX Automotive","Dearborn, MI","AmpereX Automotive is developing a modular EV platform for ride-sharing and autonomous vehicle applications. We need a High Voltage Systems Engineer to design and validate the high-voltage distribution architecture, including battery disconnect units, junction boxes, cabling, and connector systems. Safety is paramount in this role. You will perform DFMEA on all HV components, ensure compliance with SAE J1772 and UL standards, and support homologation testing. SOLIDWORKS is used for component and harness routing models, and you will leverage MATLAB for electrical system modeling. A strong understanding of Battery Management Systems is required since you will define the interface between the BMS and the HV distribution system. You will also work with the structural team on crash-safe routing of HV cables, performing FEA to assess connector retention under impact loads. GD&T expertise is needed for designing mating interfaces with tight tolerances. This is a safety-critical role at the heart of EV architecture, and we need someone with meticulous attention to detail and a deep respect for electrical safety standards.","- BS or MS in Mechanical or Electrical Engineering\n- 5+ years of high-voltage systems experience in EV or hybrid vehicles\n- Proficiency in SOLIDWORKS\n- Strong GD&T skills\n- DFMEA experience for safety-critical components\n- Knowledge of BMS integration and HV safety standards (SAE J1772, UL)\n- FEA experience for connector and bracket analysis\n- MATLAB proficiency for system modeling\n- Understanding of CAN bus communication for HV system monitoring\n- Familiarity with structural analysis under crash loading conditions",EV/Automotive
EV-016,"CAD Designer - Automotive","DesignWorks Studio","Irvine, CA","DesignWorks Studio provides contract engineering services to major EV OEMs. We are hiring a CAD Designer to create production-quality 3D models and 2D drawings for automotive interior and exterior components. You will work in SOLIDWORKS daily, translating design sketches and engineering requirements into fully detailed models ready for tooling release. GD&T is your second language, and you take pride in clean, well-organized model trees. This position requires experience with surfacing for Class A and Class B surfaces, as well as parametric modeling for structural brackets and hardware. Familiarity with Fusion 360 and AutoCAD is a plus for cross-platform projects. You will support multiple clients simultaneously, so time management and clear communication are essential. Our Irvine office has a relaxed creative atmosphere with regular design critiques and lunch-and-learns. We are looking for someone who geeks out over elegant geometry and perfect drawings. CSWP certification is strongly preferred.","- Associate's or Bachelor's degree in Mechanical Design or related field\n- 4+ years of automotive CAD design experience\n- Expert proficiency in SOLIDWORKS; CSWP certification strongly preferred\n- Thorough knowledge of GD&T per ASME Y14.5\n- Experience with surfacing and complex geometry modeling\n- Familiarity with Fusion 360 and AutoCAD\n- Understanding of DFM for injection molding and stamping\n- Ability to manage multiple projects simultaneously\n- Strong attention to detail in drawing creation\n- Knowledge of tolerance stack-up analysis",EV/Automotive
EV-017,"R&D Engineer - Electric Vehicles","Frontier EV Research","Austin, TX","Frontier EV Research is an advanced R&D lab focused on next-generation EV technologies. We are hiring an R&D Engineer to work on exploratory projects spanning battery chemistry integration, novel motor topologies, and advanced thermal management concepts. This is a highly technical role where you will split your time between concept design in SOLIDWORKS, simulation in ANSYS and MATLAB, and hands-on lab work with prototype hardware. We encourage our engineers to publish papers and file patents, so strong technical writing skills are essential. You will leverage Python and machine learning techniques for design space exploration and multi-objective optimization. CFD simulation experience is valuable for evaluating new cooling architectures. A background in Finite Element Analysis is expected for structural validation of novel concepts. You will also explore additive manufacturing techniques for rapid prototyping of complex geometries that cannot be produced with traditional methods. Our Austin lab is equipped with a thermal imaging suite, battery cycling stations, and a materials characterization lab. If you are driven by curiosity and want to work at the frontier of EV technology, apply now.","- MS or PhD in Mechanical Engineering\n- 2-5 years of R&D experience in EV or energy storage\n- Proficiency in SOLIDWORKS and ANSYS\n- Strong MATLAB and Python programming skills\n- Experience with Finite Element Analysis\n- Knowledge of CFD for thermal/fluid systems\n- Familiarity with machine learning for engineering optimization\n- Understanding of GD&T\n- Experience with 3D printing and additive manufacturing\n- Strong technical writing and publication skills\n- Thermal analysis expertise for battery and power electronics",EV/Automotive
EV-018,"Durability Engineer","EnduroTest Automotive","Detroit, MI","EnduroTest Automotive is a testing and validation company serving the EV industry. We are seeking a Durability Engineer to develop and execute fatigue life prediction methodologies for EV structural and powertrain components. You will use FEA-based fatigue analysis tools including nCode DesignLife and ANSYS to predict component life under complex multi-axial loading. Your work starts with customer usage data and ends with a validated fatigue life prediction that gives our clients confidence in their designs. SOLIDWORKS proficiency is required for building FEA-ready geometry, and MATLAB is used extensively for load data processing, rainflow counting, and damage accumulation calculations. GD&T expertise helps you identify critical features and potential failure initiation sites. You will write detailed technical reports and present findings to client engineering teams. Understanding of structural analysis principles is fundamental, and experience with vibration analysis for resonance avoidance is a plus. We also support clients with root cause analysis when field failures occur, so experience with 8D methodology is valuable. Detroit is the epicenter of automotive engineering, and EnduroTest gives you exposure to multiple OEM programs simultaneously.","- MS in Mechanical Engineering\n- 4-7 years of durability or fatigue engineering experience\n- Experience with fatigue analysis tools (nCode, Fe-Safe, or similar)\n- Proficiency in SOLIDWORKS and ANSYS\n- Strong FEA skills for structural analysis\n- MATLAB proficiency for load data analysis\n- Understanding of GD&T\n- Experience with vibration analysis\n- Knowledge of root cause analysis and 8D methodology\n- Strong technical writing and presentation skills\n- Familiarity with automotive durability test standards",EV/Automotive
EV-019,"Crash Safety Engineer","SafeVolt Dynamics","Dearborn, MI","SafeVolt Dynamics is dedicated to making electric vehicles the safest on the road. We are hiring a Crash Safety Engineer to develop and validate crashworthiness designs for EV body structures and battery enclosures. You will use LS-DYNA and ANSYS for full-vehicle and component-level crash simulations, interpreting results to guide structural improvements that meet or exceed FMVSS and Euro NCAP requirements. CATIA is our primary CAD tool for body structure design, and you will work closely with the BIW team on crush zone optimization and load path management. Lightweight optimization is central to this role since every kilogram saved from the body structure extends range, but safety cannot be compromised. You will perform structural analysis on joints, welds, and adhesive bonds to validate their performance under impact loading. Experience with sheet metal design and advanced high-strength steels is highly valued. We operate within an IATF 16949 quality system and expect our engineers to contribute to DFMEA activities. Strong GD&T knowledge is required for tolerance-sensitive crash structure assemblies.","- BS or MS in Mechanical Engineering\n- 5+ years of automotive crash safety experience\n- Proficiency in CATIA V5 and LS-DYNA\n- FEA expertise for crash simulation and structural analysis\n- Strong GD&T knowledge\n- Experience with lightweight optimization and advanced materials\n- Knowledge of FMVSS and Euro NCAP requirements\n- Understanding of sheet metal design and forming processes\n- DFMEA experience\n- Familiarity with IATF 16949 quality standards\n- MATLAB or Python for post-processing simulation results",EV/Automotive
EV-020,"Prototype Build Engineer","RapidEV Labs","Austin, TX","RapidEV Labs is a prototype development shop that builds concept and pre-production EVs for OEMs and startups. We need a Prototype Build Engineer who can take designs from screen to steel. You will manage the build process for prototype vehicles, coordinating with machinists, welders, and electricians to assemble one-off and small-batch vehicles. This role requires reading complex engineering drawings with GD&T, troubleshooting fit and assembly issues in real-time, and feeding back design improvements to the engineering team. SOLIDWORKS is our CAD tool, and you will create fixture designs, modification packages, and build documentation. Experience with CNC machining processes is important since you will spec custom parts and work with our machine shop. Knowledge of 3D printing is valuable for quick-turn brackets and adapters. You should understand BMS and high-voltage safety for battery pack integration during builds. This is a shop-floor role with some office time, and you need to be comfortable working with your hands. Our Austin shop has a great crew and a culture of getting things done right. If you love building things, this is your dream job.","- BS in Mechanical Engineering or equivalent hands-on experience\n- 3-5 years of prototype build or vehicle assembly experience\n- Proficiency in SOLIDWORKS\n- Strong GD&T reading and interpretation skills\n- Experience with CNC machining and fabrication processes\n- Familiarity with 3D printing for rapid prototyping\n- Understanding of BMS and high-voltage safety\n- Knowledge of DFM/DFA principles\n- Technical writing skills for build procedures\n- Hands-on mechanical aptitude and problem-solving ability",EV/Automotive
EV-021,"Senior Thermal Systems Architect","VoltDrive Motors","Palo Alto, CA","VoltDrive Motors is seeking a Senior Thermal Systems Architect to define and lead the thermal management strategy across our entire vehicle platform. This executive-level individual contributor role requires someone who can architect integrated thermal systems spanning battery cooling, cabin climate, motor cooling, and power electronics thermal management. You will build system-level models in MATLAB/Simulink, conduct CFD analysis using ANSYS Fluent, and guide a team of thermal engineers in detailed component design. Decision-making will be informed by thermal analysis and validated with extensive test data from our prototype fleet. This role demands experience with both air-cooled and liquid-cooled systems, heat pump integration, and waste heat recovery strategies for range extension. You will interface with the BMS team on thermal protection algorithms and with the vehicle controls team on energy management optimization. SOLIDWORKS proficiency is expected for reviewing component designs. The ideal candidate has 10+ years of experience and a track record of shipping thermal systems in production vehicles. We offer a senior-level compensation package including RSUs and annual performance bonuses.","- MS or PhD in Mechanical Engineering (thermal/fluids focus)\n- 10+ years of thermal systems experience in automotive or EV\n- Expert in MATLAB/Simulink for system modeling\n- Proficiency in CFD tools (ANSYS Fluent or Star-CCM+)\n- Strong thermal analysis background\n- Experience with SOLIDWORKS or CATIA\n- Knowledge of GD&T\n- Understanding of BMS thermal integration\n- Experience with FEA for thermo-structural analysis\n- Familiarity with Python for scripting and automation\n- Strong technical writing and leadership skills",EV/Automotive
EV-022,"EV Powertrain Test Engineer","DynaPower Systems","Greenville, SC","DynaPower Systems develops electric powertrain solutions for commercial vehicles. We are hiring an EV Powertrain Test Engineer to plan, execute, and analyze tests on electric motors, inverters, and gearbox assemblies at our Greenville test facility. You will commission and maintain dynamometer test cells, develop test procedures aligned with industry standards, and process results using MATLAB and Python. Understanding of electric powertrain architecture including motor, inverter, gearbox, and half-shaft interfaces is essential. You will use SOLIDWORKS to design custom test fixtures and adapters, applying GD&T to ensure repeatable test setups. The role involves significant data analysis work, and we are beginning to explore machine learning approaches for anomaly detection in test data. Familiarity with CAN bus data logging and vehicle communication protocols is important for system-level testing. You will also perform vibration analysis on powertrain assemblies to identify resonance issues and gear mesh frequencies. Our Greenville facility is expanding with new test cells for next-generation 800V powertrains. This is a hands-on role with growth opportunities into test management.","- BS in Mechanical Engineering\n- 3-6 years of powertrain testing experience\n- Proficiency in SOLIDWORKS\n- Strong MATLAB and Python skills for data analysis\n- Understanding of GD&T for test fixture design\n- Experience with CAN bus data acquisition\n- Knowledge of vibration analysis and frequency analysis\n- Familiarity with electric powertrain components\n- Understanding of FEA for fixture structural validation\n- Experience with machine learning techniques is a plus\n- Strong technical writing skills for test reports",EV/Automotive
