job_id,title,company,location,description,requirements,industry
FA-011,"Tooling Engineer","Midwest Tooling Solutions","Toledo, OH","Midwest Tooling Solutions is hiring a Tooling Engineer to design progressive dies, stamping tools, and assembly fixtures for automotive sheet metal components. You will use SolidWorks for 3D tool design, create fully dimensioned drawings with GD&T callouts, and work with our in-house tool room on build and tryout. The role requires understanding of sheet metal forming, CNC machining for tool components, and lean manufacturing principles for setup time reduction. You will conduct tolerance stack-up analysis to ensure assembled components meet customer specifications and support DFMEA reviews.","- BS in Mechanical or Manufacturing Engineering
- 4+ years tooling or die design experience
- SolidWorks proficiency required
- Sheet metal forming and stamping knowledge
- GD&T per ASME Y14.5
- Tolerance stack-up analysis
- CNC machining awareness for tool builds
- DFM/DFA and DFMEA participation
- Lean manufacturing (SMED, setup reduction)
- AutoCAD for legacy drawing updates","Factory Automation"
FA-012,"Plant Engineer","Consolidated Manufacturing","Birmingham, AL","Consolidated Manufacturing is seeking a Plant Engineer to manage facility infrastructure, utilities, and capital equipment projects at our 400,000 sq ft production plant. You will oversee HVAC, compressed air, electrical distribution, and water treatment systems. The role includes managing equipment installations, coordinating with contractors, and ensuring compliance with OSHA, EPA, and ISO 9001 requirements. You will use AutoCAD for facility layouts and coordinate with production on lean manufacturing initiatives to optimize material flow. PLC knowledge is needed for troubleshooting building automation systems.","- BS in Mechanical or Industrial Engineering
- 5+ years plant/facilities engineering experience
- AutoCAD for facility layout and equipment placement
- HVAC, compressed air, and utility system knowledge
- Project management for capital equipment installations
- OSHA and EPA compliance
- ISO 9001 awareness
- PLC troubleshooting for building automation
- Lean manufacturing material flow optimization
- Budget management and vendor coordination","Factory Automation"
FA-013,"Packaging Engineer","SmartPack Automation","Memphis, TN","SmartPack Automation designs automated packaging lines for food, beverage, and consumer products companies. We need a Packaging Engineer to design packaging systems, specify machinery, and optimize line performance. You will create packaging layouts in SolidWorks and AutoCAD, program PLC-controlled sequences for case erecting, filling, and palletizing, and integrate FANUC robots for end-of-line operations. Lean manufacturing principles guide our approach to minimizing changeover time and maximizing throughput. Experience with SQL databases for production tracking and reporting is valuable.","- BS in Mechanical or Packaging Engineering
- 3+ years packaging line experience
- SolidWorks and AutoCAD for system layout
- PLC programming for packaging sequences
- FANUC robot integration experience
- Lean manufacturing (changeover reduction)
- SQL for production data queries
- Understanding of food safety and sanitary design
- GD&T for component specifications
- Project management skills","Factory Automation"
FA-014,"Production Engineer","Valley Forge Manufacturing","Rochester, NY","Valley Forge Manufacturing is hiring a Production Engineer to support day-to-day operations in our CNC machining and assembly departments. You will troubleshoot production issues, optimize machine settings, and implement process improvements that reduce scrap and improve OEE. The role requires hands-on experience with CNC lathes and mills, knowledge of lean manufacturing tools, and ability to analyze SPC data for critical quality characteristics. You will work with our SolidWorks-based engineering team on fixture modifications and DFM reviews for incoming orders.","- BS in Mechanical or Manufacturing Engineering
- 2-3 years production engineering experience
- CNC machining knowledge (setup, feeds/speeds, tooling)
- SolidWorks for fixture modifications
- Lean manufacturing tools (5S, standard work)
- SPC analysis and interpretation
- DFM/DFA awareness
- Root cause analysis skills
- ERP system navigation
- GD&T interpretation","Factory Automation"
FA-015,"Continuous Improvement Engineer","EliteOps Manufacturing","Minneapolis, MN","EliteOps Manufacturing is seeking a Continuous Improvement Engineer to lead Lean Six Sigma projects across our stamping, welding, and assembly operations. You will use DMAIC methodology to reduce defects, improve cycle time, and lower manufacturing costs. The role involves SPC analysis, DFMEA facilitation, and coaching production teams on lean manufacturing tools including 5S, kanban, and standard work. You will present project results to leadership with clear before/after metrics. SQL skills for pulling data from our MES and ERP systems are required.","- BS in Industrial or Mechanical Engineering
- Lean Six Sigma Green Belt certification required (Black Belt preferred)
- 3-5 years continuous improvement experience
- SPC and process capability analysis
- DFMEA facilitation experience
- Lean manufacturing tools (5S, kanban, VSM)
- SQL for data extraction from MES/ERP
- Strong presentation and coaching skills
- Root cause analysis (8D, fishbone, 5 Whys)
- Project management methodology","Factory Automation"
FA-016,"Equipment Engineer","NovaTech Fabrication","St. Louis, MO","NovaTech Fabrication is looking for an Equipment Engineer to specify, install, and validate new manufacturing equipment for our expanding sheet metal fabrication facility. You will manage the full equipment lifecycle from vendor selection through qualification, working with PLC programmers and controls engineers on automation integration. SolidWorks is used for equipment layout and interface design. The role requires knowledge of hydraulic press brakes, laser cutters, CNC punch presses, and robotic welding systems. You will develop preventive maintenance plans and support predictive maintenance initiatives using vibration analysis.","- BS in Mechanical Engineering
- 4+ years equipment engineering in manufacturing
- Sheet metal fabrication equipment knowledge
- SolidWorks for equipment layout
- PLC systems awareness
- Hydraulic and pneumatic system understanding
- Preventive and predictive maintenance planning
- Vibration analysis for condition monitoring
- Industrial robotics familiarity
- ISO 9001 qualification protocols","Factory Automation"
FA-017,"Test Engineer - Manufacturing","QualityFirst Systems","Cincinnati, OH","QualityFirst Systems manufactures automated test equipment for automotive and electronics clients. We need a Test Engineer to design and build functional test fixtures, program PLC-based test sequences, and develop data acquisition systems. You will use SolidWorks for test fixture design, write PLC programs for automated test cycles, and build SQL databases for test result storage and trending. GD&T knowledge is required for verifying part dimensions against specifications. The role includes SPC analysis of test data and root cause investigation of test failures.","- BS in Mechanical or Electrical Engineering
- 3+ years test engineering in manufacturing
- PLC programming for test automation
- SolidWorks for test fixture design
- SQL for test data management
- GD&T and dimensional inspection
- SPC for test data analysis
- Root cause analysis of test failures
- LabVIEW or Python for data acquisition
- ISO 9001 test procedure documentation","Factory Automation"
FA-018,"Supply Chain Engineer","Integrated Manufacturing Partners","Grand Rapids, MI","Integrated Manufacturing Partners is hiring a Supply Chain Engineer to optimize our supplier network and improve material flow from receiving through production. You will work with ERP systems (SAP) to manage inventory, conduct supplier quality audits per ISO 9001, and implement lean manufacturing pull systems and kanban. The role requires understanding of manufacturing processes including CNC machining, sheet metal, and injection molding to effectively evaluate supplier capabilities. SPC data analysis is needed for incoming material quality trending.","- BS in Industrial or Mechanical Engineering
- 3+ years supply chain or manufacturing engineering
- ERP system expertise (SAP preferred)
- ISO 9001 supplier audit experience
- Lean manufacturing (kanban, pull systems)
- Understanding of CNC, sheet metal, and injection molding
- SPC for incoming quality analysis
- Root cause analysis for supplier quality issues
- Strong negotiation and communication skills
- Project management experience","Factory Automation"
FA-019,"Fixture Design Engineer","PrecisionBuild Engineering","Dayton, OH","PrecisionBuild Engineering designs custom manufacturing fixtures and workholding solutions for aerospace and automotive clients. We need a Fixture Design Engineer to create complex fixture assemblies in SolidWorks with full GD&T documentation. You will perform tolerance stack-up analysis, FEA for fixture stiffness validation, and DFM reviews. The role requires understanding of CNC machining, sheet metal fabrication, and welded construction methods. You will work with PLC-controlled automated fixtures and coordinate with our build shop on fabrication.","- BS in Mechanical Engineering
- 3-5 years fixture design experience
- SolidWorks expert (CSWP certification preferred)
- GD&T per ASME Y14.5
- Tolerance stack-up analysis
- FEA for structural validation (ANSYS or SolidWorks Simulation)
- DFM/DFA principles
- CNC machining and sheet metal knowledge
- PLC-controlled fixture experience
- AutoCAD for legacy drawing support","Factory Automation"
FA-020,"Reliability Engineer","Titan Manufacturing","Greenville, SC","Titan Manufacturing is seeking a Reliability Engineer to improve equipment uptime and reduce unplanned downtime across our 500,000 sq ft production facility. You will lead FMEA reviews on critical equipment, implement predictive maintenance programs using vibration analysis and thermal imaging, and analyze failure data to identify chronic equipment issues. The role requires PLC troubleshooting skills, understanding of hydraulic and pneumatic systems, and lean manufacturing TPM experience. You will build reliability metrics dashboards using Python and SQL.","- BS in Mechanical or Reliability Engineering
- 4+ years reliability engineering in manufacturing
- FMEA facilitation for equipment systems
- Predictive maintenance (vibration, thermography, oil analysis)
- PLC troubleshooting (Allen-Bradley, Siemens)
- Hydraulics and pneumatics knowledge
- Python for data analysis and dashboard building
- SQL for failure data queries
- Lean manufacturing TPM methodology
- Root cause analysis (8D, fault tree analysis)","Factory Automation"
FA-021,"Operations Engineer","Allied Production Systems","Indianapolis, IN","Allied Production Systems is looking for an Operations Engineer to support daily manufacturing operations across stamping, machining, and assembly departments. You will troubleshoot production issues in real-time, interface with PLC-controlled equipment, and drive lean manufacturing improvements. The role requires strong GD&T knowledge for part verification, SPC analysis for process monitoring, and experience with SolidWorks for fixture and tooling modifications. You will track KPIs in our ERP system and lead daily production meetings.","- BS in Mechanical or Industrial Engineering
- 2-4 years operations or manufacturing engineering
- PLC troubleshooting experience
- SolidWorks for fixture modifications
- GD&T interpretation
- SPC and process monitoring
- ERP system (SAP or Oracle)
- Lean manufacturing tools (5S, standard work)
- Root cause analysis
- Strong communication for production floor leadership","Factory Automation"
FA-022,"Senior Automation Engineer","Vanguard Automation","Milwaukee, WI","Vanguard Automation designs turnkey automated manufacturing cells for Tier 1 automotive suppliers. We need a Senior Automation Engineer to lead projects from concept through commissioning. You will program Allen-Bradley PLCs, integrate FANUC robots, design pneumatic circuits, and develop HMI interfaces. SolidWorks is used for mechanical design of custom tooling and cell layouts. The role requires deep knowledge of industrial robotics, safety systems, and lean manufacturing cell design. You will mentor junior engineers and manage project timelines.","- BS in Mechanical, Electrical, or Mechatronics Engineering
- 7+ years automation engineering experience
- Expert PLC programming (Allen-Bradley ControlLogix)
- FANUC robot programming and integration
- SolidWorks for mechanical design
- Pneumatic and hydraulic circuit design
- Safety PLC and risk assessment
- GD&T for part and fixture verification
- Lean manufacturing cell layout
- Project management and team leadership","Factory Automation"
FA-023,"Junior Manufacturing Engineer","FirstStep Manufacturing","Cleveland, OH","FirstStep Manufacturing is seeking a Junior Manufacturing Engineer to support our machining and assembly operations. This is an entry-level position ideal for recent mechanical engineering graduates who want hands-on manufacturing experience. You will assist senior engineers with process documentation, SPC data collection, and lean manufacturing 5S initiatives. Training will be provided on our CNC machines, PLC-controlled assembly systems, and SolidWorks for fixture design. The role offers exposure to GD&T, DFM reviews, and root cause analysis methodology. We value curiosity and a willingness to learn on the factory floor.","- BS in Mechanical or Manufacturing Engineering (recent graduates welcome)
- Internship or co-op in manufacturing preferred
- Basic SolidWorks skills
- Interest in CNC machining and manufacturing processes
- Willingness to learn PLC systems
- Basic understanding of GD&T
- Familiarity with lean manufacturing concepts
- Strong problem-solving aptitude
- Excel proficiency for data analysis
- FE exam (EIT) preferred","Factory Automation"
FA-024,"Manufacturing Engineering Intern","CoreTech Industries","Pittsburgh, PA","CoreTech Industries is offering a Manufacturing Engineering Internship for current ME students. You will gain hands-on experience in CNC machining, PLC-controlled systems, and lean manufacturing. Projects include supporting 5S audits, collecting SPC data, creating SolidWorks fixture drawings, and assisting with kaizen events. This is a paid internship with potential for full-time conversion. You will learn GD&T interpretation, root cause analysis basics, and how to use our ERP system for production tracking.","- Currently pursuing BS in Mechanical or Manufacturing Engineering
- Completed sophomore year or higher
- Basic SolidWorks knowledge
- Interest in manufacturing and automation
- Excel skills for data collection
- Desire to learn lean manufacturing principles
- Strong work ethic and curiosity
- Ability to work on factory floor
- Basic understanding of engineering drawings
- FE exam preparation is a plus","Factory Automation"
FA-025,"Senior Quality Manager","Benchmark Precision","Cincinnati, OH","Benchmark Precision is seeking a Senior Quality Manager to lead our quality department and maintain our ISO 9001 certification. You will manage a team of quality engineers and inspectors, oversee the DFMEA process, and drive Lean Six Sigma improvement projects. The role requires deep expertise in SPC, root cause analysis (8D), and customer corrective action responses. You will interface with automotive OEMs on quality requirements and manage our CMM inspection program. GD&T expertise is critical for this role. SQL skills for quality data analysis and trending are expected.","- BS in Mechanical or Industrial Engineering
- 10+ years quality experience in manufacturing
- ISO 9001 lead auditor certification
- Lean Six Sigma Black Belt preferred
- Expert in GD&T and CMM inspection
- SPC and process capability mastery
- DFMEA and PFMEA leadership
- Root cause analysis (8D) expertise
- SQL for quality data analysis
- ERP system management experience","Factory Automation"
FA-026,"Welding Engineer","SteelCraft Automation","Charlotte, NC","SteelCraft Automation is hiring a Welding Engineer to optimize our robotic and manual welding processes for structural steel fabrication. You will program welding robots (FANUC), develop WPS and PQR documents, and troubleshoot weld quality issues. SolidWorks is used for weld fixture design, and AutoCAD for shop floor layouts. The role requires understanding of CNC plasma and laser cutting operations. Lean manufacturing principles guide our approach to setup reduction and flow optimization. SPC is used to monitor critical weld dimensions.","- BS in Mechanical or Welding Engineering
- 3+ years welding engineering experience
- FANUC robot welding programming
- SolidWorks for fixture design
- AutoCAD for layout drawings
- GD&T for weld joint specifications
- SPC for weld quality monitoring
- CNC plasma/laser cutting knowledge
- Lean manufacturing (setup reduction)
- AWS certified welder or welding inspector preferred","Factory Automation"
FA-027,"PLC Programmer","ControlSys Engineering","Grand Rapids, MI","ControlSys Engineering is seeking a PLC Programmer to develop control systems for automated food and beverage production lines. You will write PLC programs for Allen-Bradley platforms, develop HMI screens, and integrate servo drives and VFDs. The role includes commissioning at customer sites and providing remote support. Knowledge of sanitary design principles, pneumatic systems, and industrial robotics is important. You will document control system architectures and train customer maintenance teams on PLC troubleshooting.","- BS in Electrical or Mechatronics Engineering
- 3+ years PLC programming experience
- Allen-Bradley ControlLogix/CompactLogix
- HMI development (FactoryTalk, Ignition)
- Servo drive and VFD configuration
- Pneumatic system integration
- Industrial robotics awareness
- Lean manufacturing line design
- Technical documentation skills
- Travel 20-30% for commissioning","Factory Automation"
FA-028,"Applications Engineer","FlexiMold Technologies","Rochester, NY","FlexiMold Technologies manufactures injection molds and provides turnkey molding solutions. We need an Applications Engineer to support customers on mold design, material selection, and process optimization. You will use SolidWorks for mold design and Moldflow for filling analysis. The role requires understanding of injection molding process parameters, DFM principles, and GD&T for part specifications. You will troubleshoot molding defects, conduct root cause analysis, and support lean manufacturing initiatives in our mold shop. Knowledge of CNC machining for mold components is important.","- BS in Mechanical or Plastics Engineering
- 3+ years injection molding experience
- SolidWorks for mold design
- Moldflow or similar simulation software
- DFM/DFA for injection molded parts
- GD&T interpretation
- CNC machining awareness for mold components
- Root cause analysis for molding defects
- Lean manufacturing principles
- Customer-facing communication skills","Factory Automation"
FA-029,"Electrical Design Engineer","PowerGrid Automation","Indianapolis, IN","PowerGrid Automation designs and builds electrical control panels for industrial automation systems. We need an Electrical Design Engineer to create panel layouts, generate schematics, and specify components for PLC-based control systems. You will use AutoCAD Electrical for schematic design and SolidWorks for 3D panel layout. The role involves selecting Allen-Bradley and Siemens PLC hardware, specifying safety relays, and coordinating with our panel shop on builds. Understanding of hydraulic and pneumatic valve manifold wiring and lean manufacturing principles for panel assembly is required.","- BS in Electrical or Mechatronics Engineering
- 3+ years electrical design for automation
- AutoCAD Electrical for schematics
- SolidWorks for 3D panel layout
- Allen-Bradley and Siemens PLC hardware selection
- Pneumatic and hydraulic valve wiring
- Safety system design (safety PLCs, relays)
- UL 508A panel standards
- Lean manufacturing for panel assembly
- Technical documentation skills","Factory Automation"
FA-030,"Senior Process Engineer","Catalyst Manufacturing","Kansas City, MO","Catalyst Manufacturing is looking for a Senior Process Engineer to own critical manufacturing processes in our high-volume metal stamping and assembly facility. You will lead process development for new product introductions, conduct DFMEA reviews, and implement SPC on all critical characteristics. The role demands deep expertise in sheet metal forming, progressive die operations, and lean manufacturing. You will use SolidWorks for die and fixture design reviews and AutoCAD for plant layout changes. Six Sigma Green Belt certification is required for leading DMAIC projects.","- BS in Mechanical or Manufacturing Engineering
- 7+ years process engineering experience
- Sheet metal stamping and forming expertise
- SolidWorks and AutoCAD
- DFMEA and PFMEA facilitation
- SPC and process capability (Cpk > 1.33)
- Lean Six Sigma Green Belt required
- GD&T per ASME Y14.5
- Root cause analysis methodology
- ERP system for production tracking","Factory Automation"
FA-031,"Vision Systems Engineer","InspectAI Manufacturing","Milwaukee, WI","InspectAI Manufacturing is hiring a Vision Systems Engineer to develop and deploy machine vision inspection systems on automated production lines. You will configure cameras, lighting, and image processing algorithms for defect detection and dimensional measurement. The role involves integrating vision systems with PLC-controlled manufacturing cells and industrial robots. Python is used for custom image processing and machine learning model development. You will work with the quality team on SPC integration and validate inspection accuracy against GD&T specifications.","- BS in Mechanical, Electrical, or Computer Engineering
- 3+ years machine vision experience
- Python for image processing and ML
- PLC integration for vision triggers
- Industrial robotics coordination
- GD&T for dimensional inspection validation
- SPC integration with vision data
- Camera and lighting setup expertise
- Machine learning for defect classification
- Lean manufacturing quality principles","Factory Automation"
FA-032,"Manufacturing Engineer - Assembly","ProLine Assembly Solutions","Greenville, SC","ProLine Assembly Solutions needs a Manufacturing Engineer for our automotive component assembly operations. You will design assembly processes, specify tooling and fixturing using SolidWorks, and work with PLC-controlled torque systems and presses. The role requires DFMEA facilitation, DFM/DFA review participation, and implementation of lean manufacturing tools including error-proofing (poka-yoke). You will track process metrics using SPC and our ERP system, and lead root cause analysis on quality escapes. GD&T knowledge is critical for interpreting assembly specifications.","- BS in Mechanical or Manufacturing Engineering
- 3-5 years assembly manufacturing experience
- SolidWorks for fixturing and process design
- PLC-controlled assembly systems
- DFMEA and error-proofing (poka-yoke)
- DFM/DFA review capability
- GD&T per ASME Y14.5
- SPC and ERP system usage
- Root cause analysis (8D)
- Lean manufacturing (standard work, 5S)","Factory Automation"
FA-033,"Data Analyst - Manufacturing","DataDriven Manufacturing","Minneapolis, MN","DataDriven Manufacturing is seeking a Data Analyst to transform our production data into actionable insights. You will build dashboards in Python and SQL that track OEE, scrap rates, and quality metrics across 5 production lines. The role requires pulling data from our ERP system (SAP), building machine learning models for predictive maintenance, and creating SPC reports for quality reviews. You will work closely with manufacturing engineers and support lean manufacturing kaizen events with data-driven analysis. Knowledge of manufacturing processes and the ability to present findings to non-technical audiences are important features of this role.","- BS in Data Science, Industrial Engineering, or related field
- 2+ years data analysis in manufacturing
- Python for data analysis and visualization
- SQL for ERP data extraction
- Machine learning basics (scikit-learn)
- SPC and statistical analysis
- ERP system familiarity (SAP preferred)
- Lean manufacturing metrics understanding
- Dashboard development (Plotly, Tableau, or Power BI)
- Strong communication and presentation skills","Factory Automation"
FA-034,"Mechanical Design Engineer","Conveyor Dynamics Inc","St. Louis, MO","Conveyor Dynamics Inc designs and manufactures custom conveyor systems for distribution centers and manufacturing facilities. We need a Mechanical Design Engineer to create conveyor assembly models in SolidWorks, perform structural analysis using FEA, and generate engineering drawings with GD&T. You will specify motors, bearings, and drive components, and work with our PLC engineers on system integration. DFM principles guide our design approach to ensure efficient fabrication using sheet metal, structural steel, and CNC-machined components. AutoCAD is used for installation layouts.","- BS in Mechanical Engineering
- 3+ years mechanical design experience
- SolidWorks proficiency required
- FEA for structural validation
- GD&T per ASME Y14.5
- AutoCAD for installation layouts
- DFM/DFA for fabrication optimization
- Sheet metal and structural steel design
- CNC machining knowledge for components
- PLC systems awareness","Factory Automation"
